DAUID,PRUID,Province,x,y,Population
24120060,QC,Quebec,-69.499719978368,47.8468456559917,376
24120061,QC,Quebec,-69.5090183621388,47.8501157031534,390
24120062,QC,Quebec,-69.5257948782582,47.8383895499565,1029
24120063,QC,Quebec,-69.5200954695688,47.8306961726493,970
24120064,QC,Quebec,-69.5150650427568,47.8288457364318,429
24120065,QC,Quebec,-69.5163457294151,47.8267914929972,353
24120066,QC,Quebec,-69.5213701217336,47.8259712031592,336
24120067,QC,Quebec,-69.5233313123303,47.825209732147,396
24120068,QC,Quebec,-69.5237878069587,47.8215316900115,359
24120069,QC,Quebec,-69.5271596027009,47.8223419255768,381
24120070,QC,Quebec,-69.5293172711132,47.820863966265,383
24120071,QC,Quebec,-69.5327233306553,47.8195125086736,842
24120072,QC,Quebec,-69.5326522762387,47.8246023894411,448
24120073,QC,Quebec,-69.5327600327334,47.8274120889779,497
24120074,QC,Quebec,-69.5338103414087,47.8309483409784,406
24120075,QC,Quebec,-69.5406342829008,47.8282178625468,646
24120076,QC,Quebec,-69.5425585553346,47.8309608609825,509
24120077,QC,Quebec,-69.5449186438716,47.832556546524,568
24120078,QC,Quebec,-69.5494305118514,47.8374880151452,661
24120079,QC,Quebec,-69.5426558240673,47.8374411539008,425
24120080,QC,Quebec,-69.5391003264361,47.8366196341497,521
24120081,QC,Quebec,-69.538588152044,47.8409228648531,441
24120082,QC,Quebec,-69.5356396559753,47.852048686491,440
24120083,QC,Quebec,-69.5284584017762,47.8538645379792,1598
24120084,QC,Quebec,-69.5318238099658,47.856445186848,481
24120085,QC,Quebec,-69.586308948325,47.8698373531632,411
24120086,QC,Quebec,-69.5543283365818,47.8260416579602,1012
24120087,QC,Quebec,-69.5485472170785,47.8216164618227,1197
24120088,QC,Quebec,-69.5408331605532,47.8208259950345,834
24120089,QC,Quebec,-69.5402808524682,47.8163013575673,489
24120090,QC,Quebec,-69.5518950080116,47.8053503338049,326
24120091,QC,Quebec,-69.5364565110112,47.7892876167468,281
24120092,QC,Quebec,-69.5111288653128,47.8205169330915,358
24120093,QC,Quebec,-69.511266564018,47.8258278149457,954
24120094,QC,Quebec,-69.4723701307692,47.7985628322011,657
24120095,QC,Quebec,-69.4632007422772,47.7879873028269,966
24120096,QC,Quebec,-69.4817783263117,47.7729834464174,594
24120097,QC,Quebec,-69.4822202481435,47.7521454881672,467
24120098,QC,Quebec,-69.4645273916176,47.7604776471419,446
24120099,QC,Quebec,-69.510327676474,47.741329217517,530
24120100,QC,Quebec,-69.6039666625723,47.7582042703019,709
24120101,QC,Quebec,-69.6288194337549,47.7886526350512,587
24120102,QC,Quebec,-69.4165606295554,47.7572309882268,678
24120106,QC,Quebec,-69.1241070983829,47.8277361858363,385
24120107,QC,Quebec,-69.0252365134748,47.886435661906,654
24120108,QC,Quebec,-69.0007994619687,47.8983151499979,424
24120109,QC,Quebec,-69.4923195228135,47.9199813593759,750
24120110,QC,Quebec,-69.4767197818275,48.0433713856924,71
24120111,QC,Quebec,-69.4217625873505,47.9229417179058,738
24120112,QC,Quebec,-69.4360012966495,47.8982276553646,507
24120113,QC,Quebec,-69.4996362269392,47.9067143408618,488
24120117,QC,Quebec,-69.1745060085608,47.7723439145274,518
24120118,QC,Quebec,-69.2048807287386,47.7931922984334,509
24120119,QC,Quebec,-69.5086291706265,47.9163908269621,610
24130039,QC,Quebec,-68.6701096015391,47.9949626987199,495
24130040,QC,Quebec,-68.7137478362288,47.8915424760289,360
24130041,QC,Quebec,-68.7613391291904,47.871211811704,347
24130042,QC,Quebec,-68.6964179153633,47.8553532439927,369
24130043,QC,Quebec,-68.6459256162612,47.7252762846791,447
24130044,QC,Quebec,-68.5720212652158,47.773872986222,246
24130045,QC,Quebec,-68.6049787095645,47.9399509554818,433
24130046,QC,Quebec,-68.5907453869326,47.560279442596,658
24130047,QC,Quebec,-68.7187773724675,47.6761961174824,543
24130048,QC,Quebec,-68.6597109396425,47.5577141588019,641
24130049,QC,Quebec,-68.6572471087949,47.5387557412941,521
24130050,QC,Quebec,-68.626775182876,47.5316908700786,533
24130051,QC,Quebec,-68.6359341496686,47.5460875376915,531
24130052,QC,Quebec,-68.6952220629578,47.4123302223414,232
24130053,QC,Quebec,-68.7936372930354,47.4707404808546,578
24130054,QC,Quebec,-68.8793608716119,47.3911582475827,365
24130055,QC,Quebec,-68.9964043985573,47.4416776919352,430
24130056,QC,Quebec,-69.0647673555471,47.4544788549579,435
24130057,QC,Quebec,-69.0256084064509,47.3964299897475,396
24130058,QC,Quebec,-69.1365415717931,47.4558986400846,440
24130059,QC,Quebec,-69.2211640683005,47.4717760788263,584
24130060,QC,Quebec,-69.1710570967249,47.4839237252348,291
24130061,QC,Quebec,-69.272657799864,47.4874625100003,441
24130062,QC,Quebec,-69.3107364868367,47.4875928941387,350
24130063,QC,Quebec,-69.277646268219,47.4651810338536,375
24130064,QC,Quebec,-69.4006637680269,47.4349299569537,303
24130065,QC,Quebec,-69.1153542047932,47.6955372483404,366
24130066,QC,Quebec,-69.0759725028133,47.5918943221893,311
24130067,QC,Quebec,-68.9942902933588,47.6669658640522,444
24130068,QC,Quebec,-68.9643561483111,47.6563395544775,395
24130069,QC,Quebec,-68.9775015290429,47.6853114716,472
24130070,QC,Quebec,-68.8945008938895,47.701696274147,772
24130071,QC,Quebec,-68.8958351689509,47.6846946227338,544
24130072,QC,Quebec,-68.8841491059132,47.6803709671944,441
24130073,QC,Quebec,-68.8781374778989,47.6820454955053,389
24130074,QC,Quebec,-68.869439282087,47.6770953296316,519
24130075,QC,Quebec,-68.9082058410211,47.654171449766,547
24130076,QC,Quebec,-68.7701954112004,47.5877995924363,494
24130077,QC,Quebec,-68.9260292638939,47.5440226790987,587
24130078,QC,Quebec,-68.7963053287607,47.6108031653654,523
24130079,QC,Quebec,-68.7883228367369,47.6090435858399,395
24130080,QC,Quebec,-68.7989250661873,47.6206897731396,430
24130081,QC,Quebec,-69.0119394461867,47.7869309119075,122
24130082,QC,Quebec,-69.1549647134604,47.7103226259749,397
24140048,QC,Quebec,-69.6103234573764,47.7012311004721,331
24140049,QC,Quebec,-69.6261564956317,47.6817338244849,437
24140050,QC,Quebec,-69.61893002866,47.6819774402272,994
24140051,QC,Quebec,-69.5918888666074,47.6614330778908,493
24140052,QC,Quebec,-69.7188967498326,47.673388446203,658
24140053,QC,Quebec,-69.6371919085312,47.6074324873689,398
24140054,QC,Quebec,-69.707270769479,47.5913480475485,508
24140055,QC,Quebec,-69.7333094044452,47.5831505710308,383
24140056,QC,Quebec,-69.7836939985558,47.5919925944584,294
24140057,QC,Quebec,-69.7879468266774,47.5422567817767,450
24140058,QC,Quebec,-69.8017893596302,47.5324519626591,507
24140059,QC,Quebec,-69.7980051294308,47.5250893062571,531
24140060,QC,Quebec,-69.8051530188229,47.5272982456912,577
24140061,QC,Quebec,-69.8107461085814,47.526006884849,553
24140062,QC,Quebec,-69.8184897514314,47.5120303077145,537
24140063,QC,Quebec,-69.7787830934733,47.5214603659226,375
24140064,QC,Quebec,-69.729475854101,47.4539537373677,515
24140065,QC,Quebec,-69.5074248701786,47.5455538219304,5
24140066,QC,Quebec,-69.8436925221905,47.447898010449,475
24140067,QC,Quebec,-69.8740100709058,47.4723485060254,370
24140068,QC,Quebec,-69.896936171521,47.4548149841215,448
24140069,QC,Quebec,-69.9508510359873,47.5063694938301,518
24140070,QC,Quebec,-69.8588080451772,47.5509161939904,607
24140071,QC,Quebec,-70.0308340459909,47.467287195999,583
24140072,QC,Quebec,-70.0016437363757,47.4304649961374,412
24140073,QC,Quebec,-69.9565011378519,47.4098207050012,579
24140074,QC,Quebec,-69.9545437576624,47.3991854909279,612
24140075,QC,Quebec,-69.9378633415894,47.4147403828509,615
24140076,QC,Quebec,-69.9098163201138,47.3912160118161,330
24140077,QC,Quebec,-69.9165102664722,47.3663247284329,330
24140078,QC,Quebec,-69.9867567874189,47.3770925476013,405
24140079,QC,Quebec,-70.0072796740122,47.3623155081451,513
24140080,QC,Quebec,-70.0223197260248,47.3722813443418,336
24140081,QC,Quebec,-70.0246274039874,47.3667245932024,341
24140082,QC,Quebec,-70.0311403485789,47.3657669564658,443
24140083,QC,Quebec,-70.0339535817247,47.3693417579623,401
24140084,QC,Quebec,-70.0358159368021,47.3658569395162,522
24140085,QC,Quebec,-70.0367498002524,47.3713855281977,470
24140086,QC,Quebec,-70.0498899648451,47.3625635533974,614
24140087,QC,Quebec,-70.0349973508811,47.3594180330337,539
24140088,QC,Quebec,-70.0293807625021,47.3794593402416,412
24140089,QC,Quebec,-70.0680994547265,47.3418734962878,365
24140090,QC,Quebec,-70.0178411223277,47.3327733916743,314
24140091,QC,Quebec,-69.9598281180133,47.3166506348772,522
24140092,QC,Quebec,-69.8262854621261,47.4067014927185,685
24140093,QC,Quebec,-69.72475936,47.17520961,0
24140094,QC,Quebec,-69.53332358,47.31503916,0
24150028,QC,Quebec,-69.7688024801789,48.0621467380785,184
24150029,QC,Quebec,-69.8495157528537,47.8772394022522,399
24150030,QC,Quebec,-69.9052330777227,47.8573392620017,428
24150031,QC,Quebec,-69.8829996377694,47.8276560224248,312
24150032,QC,Quebec,-69.9888206685236,47.7181312127622,347
24150033,QC,Quebec,-69.9993483598856,47.7464561003302,314
24150034,QC,Quebec,-70.0841555679586,47.7786448140704,406
24150035,QC,Quebec,-70.0776964325388,47.685430507911,416
24150036,QC,Quebec,-70.0634480829011,47.6456535233233,305
24150037,QC,Quebec,-70.1354943667368,47.6678629183526,512
24150038,QC,Quebec,-70.1668902970133,47.6686572712176,545
24150039,QC,Quebec,-70.1604643225825,47.6554585412628,567
24150040,QC,Quebec,-70.1617801767896,47.6508891622102,493
24150041,QC,Quebec,-70.1510698625592,47.6517483351834,464
24150042,QC,Quebec,-70.151882218035,47.6393646313441,663
24150043,QC,Quebec,-70.1407578448978,47.6297438902189,598
24150044,QC,Quebec,-70.1843992037624,47.62493938514,450
24150045,QC,Quebec,-70.1891781477672,47.6560148516402,935
24150046,QC,Quebec,-70.2635190322557,47.6412860175018,486
24150047,QC,Quebec,-70.3121825928326,47.6503162100205,363
24150048,QC,Quebec,-70.2220972876764,47.5547419445174,678
24150049,QC,Quebec,-70.3143165290748,47.6807687730457,647
24150050,QC,Quebec,-70.236538944346,47.694127320737,914
24150051,QC,Quebec,-70.2325957839401,47.7010464739768,436
24150052,QC,Quebec,-70.2282797912221,47.6935332382299,457
24150053,QC,Quebec,-70.218658940968,47.6913636923946,408
24150054,QC,Quebec,-70.2244747537975,47.6874856129066,443
24150055,QC,Quebec,-70.2148088592939,47.7032352863654,407
24150056,QC,Quebec,-70.1647456679883,47.6982816046097,371
24150057,QC,Quebec,-70.0518918035129,47.966260094821,51
24150058,QC,Quebec,-70.0840735769106,48.0410708469479,110
24150059,QC,Quebec,-70.374710063425,47.717441685188,511
24150060,QC,Quebec,-70.4148049539451,47.6842727712698,402
24150061,QC,Quebec,-70.3944618813598,47.6556378320649,387
24160029,QC,Quebec,-70.3836991445205,47.5833961401256,467
24160030,QC,Quebec,-70.4266459162234,47.5657750628458,679
24160031,QC,Quebec,-70.5048129510257,47.5684342742013,452
24160032,QC,Quebec,-70.5326207840515,47.6050023223315,463
24160033,QC,Quebec,-70.6110491150365,47.5558352334157,405
24160034,QC,Quebec,-70.6778041669194,47.436369531649,633
24160035,QC,Quebec,-70.90258776,47.79861598,0
24160036,QC,Quebec,-70.5644592848397,47.4219951914096,781
24160037,QC,Quebec,-70.5220170962742,47.4462889085804,705
24160038,QC,Quebec,-70.5092561972514,47.4436568903748,484
24160039,QC,Quebec,-70.5109316517469,47.4502168934974,903
24160040,QC,Quebec,-70.5000122216913,47.4434409113864,387
24160041,QC,Quebec,-70.4910507920713,47.4319807121894,600
24160042,QC,Quebec,-70.4683453988972,47.438377961914,619
24160043,QC,Quebec,-70.4829447738549,47.461032406477,484
24160044,QC,Quebec,-70.5036268006488,47.4788404511193,599
24160045,QC,Quebec,-70.3420313806147,47.5126477705298,611
24160046,QC,Quebec,-70.3193636531601,47.4555506582024,854
24160047,QC,Quebec,-70.3745555844802,47.4115563941152,394
24160048,QC,Quebec,-70.3747696172462,47.4109979042034,380
24160049,QC,Quebec,-70.4172447156413,47.3826697667756,342
24160050,QC,Quebec,-70.5313523651488,47.3162019851917,953
24160051,QC,Quebec,-70.5142116479901,47.4271147349804,657
24160052,QC,Quebec,-70.5170026406549,47.4351740613313,519
24170032,QC,Quebec,-70.1426449753921,47.3011548038479,435
24170033,QC,Quebec,-70.2101699161618,47.3077403837004,520
24170034,QC,Quebec,-70.2941598824314,47.2313536217464,622
24170035,QC,Quebec,-70.2462898633994,47.2186503958286,795
24170036,QC,Quebec,-70.2645088422673,47.2142345439895,572
24170037,QC,Quebec,-70.2662647723595,47.2102466052542,432
24170038,QC,Quebec,-70.2831904902512,47.1781259130382,426
24170039,QC,Quebec,-70.2348472687764,47.1870374663861,482
24170040,QC,Quebec,-70.221475804552,47.1697346927674,684
24170041,QC,Quebec,-70.1901658208103,47.1681048112284,757
24170042,QC,Quebec,-70.3078893911116,47.1137381478939,417
24170043,QC,Quebec,-70.3274262344837,47.0883546376685,586
24170044,QC,Quebec,-70.3483930225316,47.073231379155,552
24170045,QC,Quebec,-70.3626902940437,47.0938107783549,481
24170046,QC,Quebec,-70.3665350633615,47.1099069963831,606
24170047,QC,Quebec,-70.3575852725324,47.1166145763162,639
24170048,QC,Quebec,-70.3854071827377,47.1286185125506,522
24170049,QC,Quebec,-70.2473971308834,47.0304128896224,742
24170050,QC,Quebec,-70.1001327023397,47.1961999545915,563
24170051,QC,Quebec,-70.1198779274881,47.2775691527931,674
24170052,QC,Quebec,-69.9946241927484,47.0974318311815,576
24170053,QC,Quebec,-69.8602410172129,47.0878808139495,365
24170054,QC,Quebec,-69.8951005977315,47.0889494291891,434
24170055,QC,Quebec,-69.9281532607733,47.0577575401936,458
24170056,QC,Quebec,-69.9706822691039,47.0306145519666,458
24170057,QC,Quebec,-69.9457554677534,46.9692964686727,350
24170058,QC,Quebec,-69.8247472979056,46.9496627306074,405
24170059,QC,Quebec,-69.788412365434,46.9412877080693,416
24170060,QC,Quebec,-69.7752734217847,46.9600584064549,459
24170061,QC,Quebec,-69.7843971124815,46.9636285855293,344
24170062,QC,Quebec,-69.7632775362036,46.9809498338704,309
24170063,QC,Quebec,-69.8172967288896,46.9968109333951,341
24170064,QC,Quebec,-69.7322597549444,47.0521580121294,294
24170065,QC,Quebec,-69.9143970474284,46.8555109051938,460
24170066,QC,Quebec,-70.0754457871289,46.8980669609155,422
24180039,QC,Quebec,-70.5808921860503,47.058443721728,122
24180040,QC,Quebec,-70.4701708527582,47.0426633957639,520
24180041,QC,Quebec,-70.4428354353808,47.0451299803021,521
24180042,QC,Quebec,-70.4489670371131,47.0342818523576,462
24180043,QC,Quebec,-70.4534048635467,47.0248305868538,534
24180044,QC,Quebec,-70.441456647191,47.0167091212367,568
24180045,QC,Quebec,-70.5324094226063,46.9901175296256,576
24180046,QC,Quebec,-70.5357855298465,46.9916070439424,452
24180047,QC,Quebec,-70.5404116275051,46.9854008748776,684
24180048,QC,Quebec,-70.5450587107567,46.9826048425832,649
24180049,QC,Quebec,-70.5475112396734,46.9765614782483,672
24180050,QC,Quebec,-70.5556439875785,46.9757551404852,568
24180051,QC,Quebec,-70.550509002895,46.9734507180385,551
24180052,QC,Quebec,-70.5302503731468,46.9594968263366,431
24180053,QC,Quebec,-70.5864583975262,46.9473094457938,333
24180054,QC,Quebec,-70.5988068232012,46.9676534275512,690
24180055,QC,Quebec,-70.6092901584974,46.9754213001341,678
24180056,QC,Quebec,-70.574241998482,46.9726216361326,518
24180057,QC,Quebec,-70.5677305144461,46.9755122227877,452
24180058,QC,Quebec,-70.563397710411,46.97419345239,423
24180059,QC,Quebec,-70.5642567212788,46.9759520367166,441
24180060,QC,Quebec,-70.5592800226445,46.9772960133255,436
24180061,QC,Quebec,-70.5631829179092,46.9792983714315,381
24180062,QC,Quebec,-70.5593273810077,46.9806626724426,468
24180063,QC,Quebec,-70.5636349688688,46.9841154800877,369
24180064,QC,Quebec,-70.5555127799649,46.985084124182,375
24180065,QC,Quebec,-70.5527371733735,46.9827411620511,474
24180066,QC,Quebec,-70.653251720267,46.9141882632459,422
24180067,QC,Quebec,-70.6135453222243,46.919302409273,418
24180068,QC,Quebec,-70.6748911819192,46.8715101776181,504
24180069,QC,Quebec,-70.7085193375284,46.874255923562,635
24180070,QC,Quebec,-70.7340885337196,46.8819929031414,441
24180071,QC,Quebec,-70.7409249154677,46.9172668887395,579
24180072,QC,Quebec,-70.7378604385867,46.9449143062644,594
24180073,QC,Quebec,-70.7123401735625,46.9297815647256,571
24180074,QC,Quebec,-70.5083292116288,46.9242422972509,378
24180075,QC,Quebec,-70.3962574284507,46.833565689081,371
24180076,QC,Quebec,-70.4408633011887,46.7773498857828,338
24180077,QC,Quebec,-70.3530185630167,46.7472144019572,443
24180078,QC,Quebec,-70.3464042707255,46.7266763106067,406
24180079,QC,Quebec,-70.197799311409,46.8182538574462,505
24180080,QC,Quebec,-70.3959405513449,46.9726113248762,494
24180081,QC,Quebec,-70.0353697636422,46.7400613626355,275
24180082,QC,Quebec,-70.1202341580645,46.6746797067317,423
24180083,QC,Quebec,-70.018068410682,46.6851585224971,175
24180084,QC,Quebec,-70.0754712520928,46.5814853113298,316
24180085,QC,Quebec,-70.1045675955133,46.5620268292869,323
24180086,QC,Quebec,-70.163147819734,46.6402217177549,522
24190046,QC,Quebec,-70.8260711384046,46.8964714376092,540
24190047,QC,Quebec,-70.802006908422,46.8722020395212,491
24190048,QC,Quebec,-70.8901348854626,46.8554781123578,445
24190049,QC,Quebec,-70.9154498049641,46.8706696988493,553
24190050,QC,Quebec,-70.9173967126809,46.8777302723615,873
24190051,QC,Quebec,-71.0016907950099,46.8409888808411,844
24190052,QC,Quebec,-70.9774299788644,46.8173225833532,447
24190053,QC,Quebec,-71.0018980970568,46.8256735273187,1046
24190054,QC,Quebec,-71.0386149458479,46.8305841221506,631
24190055,QC,Quebec,-70.9462723940528,46.7760255279446,912
24190056,QC,Quebec,-70.9438409243165,46.7720025451671,539
24190057,QC,Quebec,-70.9386806635998,46.7704554445612,673
24190058,QC,Quebec,-70.947015942862,46.7449036063776,459
24190059,QC,Quebec,-70.8720468108687,46.7329227014019,359
24190060,QC,Quebec,-70.8865460602427,46.7136611675632,402
24190061,QC,Quebec,-70.8542422836907,46.7160976592127,647
24190062,QC,Quebec,-70.9029331324166,46.6994537658663,730
24190063,QC,Quebec,-70.8999987026046,46.6421122934692,356
24190064,QC,Quebec,-70.8718008606044,46.6572884041446,525
24190065,QC,Quebec,-70.8080342007782,46.6591764957352,781
24190066,QC,Quebec,-70.7738039721815,46.6448493792035,551
24190067,QC,Quebec,-70.8370235485764,46.5954992279888,652
24190068,QC,Quebec,-70.8611248883628,46.604954163625,342
24190069,QC,Quebec,-70.870539107628,46.6021373576605,708
24190070,QC,Quebec,-70.8764432847055,46.6062495949787,800
24190071,QC,Quebec,-70.8884980183738,46.5944429856529,542
24190072,QC,Quebec,-70.9667508372641,46.6253325172786,530
24190073,QC,Quebec,-70.9650027642604,46.6273451326196,504
24190074,QC,Quebec,-70.9736846054526,46.6326315275683,653
24190075,QC,Quebec,-70.9584530009469,46.6360434410273,1138
24190076,QC,Quebec,-70.9891106367918,46.6379783860443,827
24190077,QC,Quebec,-70.9956743877544,46.6128255708858,395
24190078,QC,Quebec,-71.0350220053654,46.6711578721288,754
24190079,QC,Quebec,-71.0818853356245,46.6801092687108,741
24190080,QC,Quebec,-71.0744101697947,46.6987794211799,1186
24190081,QC,Quebec,-71.0645146728869,46.6970959004666,559
24190082,QC,Quebec,-71.0478328776218,46.7080084703966,733
24190083,QC,Quebec,-71.0924261878977,46.6954241964406,1840
24190084,QC,Quebec,-70.8424653411207,46.5783330703495,482
24190085,QC,Quebec,-70.7820323161152,46.5366967496911,570
24190086,QC,Quebec,-70.7711122623752,46.5195427423878,462
24190087,QC,Quebec,-70.7322426135905,46.5278129858567,635
24190088,QC,Quebec,-70.6542759415552,46.5449943759195,338
24190089,QC,Quebec,-70.6841407574044,46.6192303306749,487
24190090,QC,Quebec,-70.6649527444417,46.623341030896,512
24190091,QC,Quebec,-70.6522899503678,46.6214158473817,492
24190092,QC,Quebec,-70.6376126699238,46.6517406584006,402
24190093,QC,Quebec,-70.5755478674801,46.6285897525372,430
24190094,QC,Quebec,-70.5440650332132,46.6184622559628,337
24190095,QC,Quebec,-70.4573643132367,46.661423392615,384
24190096,QC,Quebec,-70.4338424035697,46.6989344278208,296
24190097,QC,Quebec,-70.5648215659323,46.7508983205628,508
24190098,QC,Quebec,-70.5888910349082,46.7425955313726,504
24190099,QC,Quebec,-70.5943961962891,46.7166380711692,427
24190100,QC,Quebec,-70.7140895455866,46.7038184790111,357
24190101,QC,Quebec,-70.7312717655628,46.727131912763,387
24190102,QC,Quebec,-70.7555112040575,46.7847339757597,567
24190103,QC,Quebec,-70.7531784688969,46.8026018115673,473
24190104,QC,Quebec,-70.7082355974909,46.7888090834872,655
24190105,QC,Quebec,-70.7853626758698,46.8023779733866,763
24190106,QC,Quebec,-70.8531352593382,46.818170819132,782
24190107,QC,Quebec,-70.6080115886967,46.486951069724,444
24190108,QC,Quebec,-70.6462338994865,46.4687762537186,598
24200011,QC,Quebec,-70.8280409388402,46.9990380566429,536
24200012,QC,Quebec,-70.9280243194307,46.9860375104324,385
24200013,QC,Quebec,-70.9227707325654,46.9300594070072,475
24200014,QC,Quebec,-70.8876876957643,46.9169105645483,551
24200015,QC,Quebec,-71.0290921455819,46.8613772791669,1068
24200016,QC,Quebec,-71.0023702334218,46.8854553951235,539
24200017,QC,Quebec,-71.0689308722354,46.8999648606832,903
24200018,QC,Quebec,-70.9839953717401,46.9479067752148,465
24200019,QC,Quebec,-71.0796399932998,46.8762165130277,840
24200020,QC,Quebec,-71.1217182347102,46.8538375504833,529
24200021,QC,Quebec,-71.1170956517235,46.8494815263643,526
24210038,QC,Quebec,-71.35576793,47.56530441,0
24210039,QC,Quebec,-70.7415575614909,47.2016919300456,535
24210040,QC,Quebec,-70.6968745,47.16793292,0
24210041,QC,Quebec,-70.7837977764188,47.1239757558299,413
24210042,QC,Quebec,-70.7822568773707,47.1460265242597,556
24210043,QC,Quebec,-70.8293424544248,47.140063980316,815
24210044,QC,Quebec,-70.8697057564638,47.1377634282326,1116
24210045,QC,Quebec,-70.9001175550544,47.0947353303567,933
24210046,QC,Quebec,-70.8845013637091,47.08057829653,942
24210047,QC,Quebec,-70.90489632659,47.0637308499621,847
24210048,QC,Quebec,-70.9030764259127,47.0489345834279,1496
24210049,QC,Quebec,-70.8923666177837,47.0438919613543,630
24210050,QC,Quebec,-70.8823955157311,47.0403787499033,543
24210051,QC,Quebec,-70.8805105388324,47.0501580844898,601
24210052,QC,Quebec,-70.8503210653919,47.0712206447605,513
24210053,QC,Quebec,-70.842948548757,47.0588208113577,458
24210054,QC,Quebec,-70.8371636118068,47.0594916360602,456
24210055,QC,Quebec,-70.80462773,47.06235828,0
24210056,QC,Quebec,-70.9166817777351,47.025817067521,679
24210057,QC,Quebec,-70.9296863354616,47.0227177713488,357
24210058,QC,Quebec,-70.9546219243392,47.0128723799359,677
24210059,QC,Quebec,-70.9503075678091,47.0197350785592,718
24210060,QC,Quebec,-70.9168434765843,47.0324343107642,457
24210061,QC,Quebec,-71.0442170099072,47.0417221723674,1302
24210062,QC,Quebec,-71.0016332846343,46.9736265716273,425
24210063,QC,Quebec,-71.0055083295553,46.9820338987834,517
24210064,QC,Quebec,-71.02515840693,46.9669336229396,404
24210065,QC,Quebec,-71.0422793430609,46.9779425631963,920
24210066,QC,Quebec,-71.0466899077253,46.9431075023218,381
24210067,QC,Quebec,-71.0599101981381,46.9522366613388,476
24210068,QC,Quebec,-71.135048613794,46.9579330337747,884
24210069,QC,Quebec,-71.0734881063511,46.9301020452246,378
24210070,QC,Quebec,-71.0882893718011,46.9209217235196,450
24210071,QC,Quebec,-71.090317020636,46.9174976857248,812
24210072,QC,Quebec,-71.0947022094552,46.9118518548997,804
24210073,QC,Quebec,-71.1101847906514,46.9118704883747,514
24210074,QC,Quebec,-71.1682091269329,46.9236249897589,1425
24210075,QC,Quebec,-71.1397677899255,46.9100844758415,1769
24210076,QC,Quebec,-71.1549435912805,46.9094087195155,2275
24210077,QC,Quebec,-71.1542950878701,46.8964033944584,383
24210078,QC,Quebec,-71.1618846017329,46.8998843578229,304
24210079,QC,Quebec,-71.1438866411281,46.895535913101,324
24210080,QC,Quebec,-71.1358740275701,46.8931411878981,1107
24210081,QC,Quebec,-71.1263335191271,46.8998866657104,644
24220036,QC,Quebec,-71.83598267,47.47561065,0
24220037,QC,Quebec,-71.4088420332611,47.0940789991519,618
24220038,QC,Quebec,-71.5070186115435,46.9918149576177,1889
24220039,QC,Quebec,-71.4530242025602,46.9666793827691,1043
24220040,QC,Quebec,-71.4161449848931,47.0059862544404,721
24220041,QC,Quebec,-71.4027809740405,46.9691540830712,771
24220042,QC,Quebec,-71.3779134700069,46.9559358669995,942
24220043,QC,Quebec,-71.3637975436301,46.9596910083422,571
24220044,QC,Quebec,-71.3540260612373,47.0112994353251,718
24220045,QC,Quebec,-71.3865167072243,47.0085808426665,2051
24220046,QC,Quebec,-71.3870996106709,46.9970539645547,573
24220047,QC,Quebec,-71.3629819542314,47.020965631846,2554
24220048,QC,Quebec,-71.291653813139,47.0564022915125,934
24220049,QC,Quebec,-71.3055808647967,46.9900935737623,1005
24220050,QC,Quebec,-71.2613304687768,46.9723889528128,686
24220051,QC,Quebec,-71.2840090418337,46.9636234818647,1184
24220052,QC,Quebec,-71.2790268179566,46.9523915720683,446
24220053,QC,Quebec,-71.2939741115211,46.9455730810536,441
24220055,QC,Quebec,-71.3073397686692,46.9407974863223,559
24220056,QC,Quebec,-71.3125891362877,46.9443106589741,404
24220057,QC,Quebec,-71.3179316916579,46.9469114528485,1778
24220058,QC,Quebec,-71.32054451,46.94311928,0
24220059,QC,Quebec,-71.2625586981312,46.9539456570014,635
24220060,QC,Quebec,-71.2124007986143,46.9627368790017,611
24220061,QC,Quebec,-71.202422804613,46.972290588455,1415
24220062,QC,Quebec,-71.2139378870264,46.9928250552527,2771
24220063,QC,Quebec,-71.1931873080311,47.0036271994126,353
24220064,QC,Quebec,-71.1997777745942,47.017588183026,1563
24220065,QC,Quebec,-71.1616042944344,47.0219099078694,1024
24220066,QC,Quebec,-71.1726236871685,47.0597209125909,731
24220067,QC,Quebec,-71.4998711352943,46.8965662607586,291
24220069,QC,Quebec,-71.642438069064,46.9141490702991,304
24220071,QC,Quebec,-71.6065330230137,46.8825079922959,1127
24220072,QC,Quebec,-71.5995019987766,46.8626834028921,1045
24220073,QC,Quebec,-71.6275036211981,46.8641863364017,955
24220074,QC,Quebec,-71.6691548243793,46.8516075008188,696
24220075,QC,Quebec,-71.5857837081862,46.8522237766981,532
24220076,QC,Quebec,-71.6155142993238,46.842398981765,459
24220077,QC,Quebec,-71.5778383979912,46.8429684456184,1300
24220079,QC,Quebec,-71.5416350908079,46.8129980117003,1062
24220080,QC,Quebec,-71.5127957772188,46.8742580584567,1327
24220081,QC,Quebec,-71.5254491338232,46.8827057469178,559
24220082,QC,Quebec,-71.5150742077702,46.8844016841417,464
24220083,QC,Quebec,-71.5150804268013,46.8910921983432,524
24220084,QC,Quebec,-71.5106250804419,46.888607037806,304
24220085,QC,Quebec,-71.5111607656904,46.8865549740689,248
24220086,QC,Quebec,-71.48296726,46.88679759,0
24220087,QC,Quebec,-71.2964193371568,46.9388336275929,1026
24220088,QC,Quebec,-71.598556912144,46.8128072946264,1346
